City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,salinopolis,-0.6136,-47.3561,28.75,69,8,4.77,BR,1688821860
365,san patricio,28.017,-97.5169,29.92,88,4,2.64,US,1688821860
366,mae ramat,16.984,98.5166,25.49,95,98,0.94,TH,1688821860
367,el granada,37.5027,-122.4694,13.79,86,100,9.77,US,1688821861
368,dhuusamarreeb,5.535,46.3861,34.4,26,76,11.47,SO,1688821861
369,mount zion,39.7714,-88.8742,19.96,94,100,3.6,US,1688821861
370,prado,-17.3411,-39.2208,25.44,64,0,2.72,BR,1688821861
371,jurilovca,44.7667,28.8667,18.05,81,100,13.11,RO,1688821862
372,fauske,67.2588,15.3918,13.3,89,100,2.58,NO,1688821862
373,awjilah,29.1081,21.2869,39.34,11,0,8.29,LY,1688821863
374,puerto san jose,13.9256,-90.8244,26.19,80,100,2.11,GT,1688821863
375,usinsk,65.9939,57.5281,13.04,66,100,4.18,RU,1688821863
376,kirensk,57.7853,108.1119,19.96,66,97,2.76,RU,1688821863
377,praia da vitoria,38.7333,-27.0667,22.09,70,98,2.79,PT,1688821864
378,piti village,13.4626,144.6933,27.49,86,20,3.6,GU,1688821864
379,napili-honokowai,20.9708,-156.6705,23.99,90,100,6.41,US,1688821864
380,fort st. john,56.2499,-120.8529,12.51,79,10,1.17,CA,1688821865
381,nadi,-17.8,177.4167,23.0,88,75,0.0,FJ,1688821865
382,mili,6.0815,171.735,28.21,80,100,9.28,MH,1688821865
383,kolwezi,-10.7148,25.4667,24.04,26,0,2.63,CD,1688821865
384,safaga,26.7292,33.9365,32.98,44,6,9.54,EG,1688821866
385,las tablas,7.7667,-80.2833,26.36,84,100,0.72,PA,1688821866
386,greenville,35.6127,-77.3663,26.19,93,0,0.0,US,1688821867
387,kosonsoy,41.2561,71.5508,29.31,25,46,3.61,UZ,1688821444
388,zaragoza,41.6561,-0.8773,35.01,28,20,2.57,ES,1688821840
389,leava,-14.3,-178.1667,27.41,79,68,8.7,WF,1688821704
390,wilson,36.1501,-86.2833,25.66,89,40,2.06,US,1688821868
391,khalkhal,37.6189,48.5258,28.14,35,0,5.5,IR,1688821868
392,quanzhou,24.9139,118.5858,27.27,86,38,3.03,CN,1688821868
393,taitung city,22.7583,121.1444,28.15,100,20,1.03,TW,1688821569
394,ariquemes,-9.9133,-63.0408,27.47,55,5,0.73,BR,1688821868
395,zhanaozen,43.3,52.8,38.96,11,0,8.24,KZ,1688821869
396,lycksele,64.5954,18.6735,19.93,68,20,3.09,SE,1688821869
397,fale old settlement,-9.3852,-171.2468,28.54,77,96,7.95,TK,1688821869
398,martinho campos,-19.3317,-45.2369,21.95,36,100,0.77,BR,1688821869
399,nagqu,31.5,92.0,12.37,65,100,2.29,CN,1688821870
400,tan-tan,28.438,-11.1032,25.97,57,40,10.29,MA,1688821870
401,bikenibeu village,1.3673,173.1241,28.85,79,31,6.37,KI,1688821870
402,shibetsu,43.659,145.132,16.51,97,32,1.39,JP,1688821871
403,rongelap,11.1635,166.8941,28.07,82,100,8.1,MH,1688821871
404,kapa'a,22.0752,-159.319,26.18,81,75,8.23,US,1688821871
405,yanam,16.7333,82.2167,30.34,66,100,2.24,IN,1688821871
406,hola,51.5377,23.1902,28.23,44,16,3.11,PL,1688821871
407,margate,51.3813,1.3862,20.5,82,100,2.22,GB,1688821872
408,la ronge,55.1001,-105.2842,14.14,82,75,3.6,CA,1688821872
409,marat,25.0701,45.4615,43.31,6,83,4.0,SA,1688821872
410,zemio,5.0314,25.1361,27.28,63,44,2.39,CF,1688821872
411,luganville,-15.5333,167.1667,25.03,80,94,3.99,VU,1688821872
412,mejit,10.2753,170.8646,28.27,79,100,9.12,MH,1688821873
413,sydney mines,46.2367,-60.2177,27.37,77,40,4.63,CA,1688821873
414,palikir - national government center,6.9248,158.1611,26.47,94,100,5.14,FM,1688821873
415,chibougamau,49.9168,-74.3659,20.79,60,0,2.06,CA,1688821874
416,merizo village,13.2658,144.6691,27.31,91,100,6.21,GU,1688821874
417,mishelevka,52.8575,103.1719,21.75,73,0,1.37,RU,1688821874
418,salekhard,66.53,66.6019,17.61,69,88,1.98,RU,1688821868
419,hays,30.0502,-98.0336,26.45,83,84,3.0,US,1688821875
420,sola,-13.8833,167.55,26.14,84,100,9.37,VU,1688821875
421,olimpia,-20.7372,-48.9147,23.37,37,71,3.85,BR,1688821875
422,santiago de cao,-7.9589,-79.2392,22.07,83,8,3.09,PE,1688821876
423,toliara,-23.35,43.6667,25.1,62,4,4.84,MG,1688821876
424,la'ie,21.6477,-157.9253,24.78,78,70,2.68,US,1688821876
425,mogocha,53.7333,119.7667,16.78,90,100,2.14,RU,1688821876
426,nazca,-14.8333,-74.95,16.76,71,24,0.91,PE,1688821877
427,ola,59.5833,151.2833,12.33,73,1,0.4,RU,1688821877
428,bilmak,47.3624,36.6511,26.89,58,100,4.18,UA,1688821877
429,alesund,62.4723,6.1549,22.17,72,0,6.69,NO,1688821877
430,padang,-0.9492,100.3543,27.03,87,73,2.48,ID,1688821714
431,vurpar,46.0,23.4667,24.54,55,63,1.03,RO,1688821878
432,burang,30.25,81.1667,11.92,85,84,2.98,CN,1688821878
433,balangir,20.7167,83.4833,28.61,73,20,3.72,IN,1688821878
434,mangrul pir,20.3167,77.35,27.4,75,100,3.52,IN,1688821879
435,mugia,43.1041,-9.2179,22.17,78,10,6.2,ES,1688821879
436,melekeok village,7.4957,134.6367,26.31,89,75,0.0,PW,1688821879
437,qamdo,31.1667,97.2333,13.29,56,99,2.11,CN,1688821880
438,hilo,19.7297,-155.09,23.85,86,100,0.0,US,1688821880
439,ushtobe,45.2514,77.9838,28.91,28,97,4.84,KZ,1688821880
440,ganshui,28.7422,106.7111,25.61,94,100,1.42,CN,1688821880
441,tokuyama,34.05,131.8167,23.79,97,100,1.96,JP,1688821881
442,miquelon,47.0975,-56.3814,17.0,98,100,2.79,PM,1688821881
443,grafton,42.207,-71.6856,25.51,83,100,0.0,US,1688821881
444,isiro,2.7739,27.616,24.16,70,93,0.31,CD,1688821881
445,tazovsky,67.4667,78.7,16.22,55,100,4.21,RU,1688821882
446,tabuk,17.4189,121.4443,24.94,93,91,2.76,PH,1688821882
447,sao gabriel da cachoeira,-0.1303,-67.0892,24.45,91,86,1.36,BR,1688821882
448,kabwe,-14.4469,28.4464,23.64,27,22,3.89,ZM,1688821882
449,mandera,3.9366,41.867,32.04,32,100,8.39,KE,1688821883
450,pisco,-13.7,-76.2167,20.03,68,100,3.6,PE,1688821883
451,vyetka,52.5591,31.1794,25.55,41,0,7.0,BY,1688821883
452,dunedin,-45.8742,170.5036,9.33,83,100,3.58,NZ,1688821883
453,pembroke,45.8168,-77.1162,20.24,72,100,0.3,CA,1688821884
454,lima,-12.0432,-77.0282,20.14,86,75,4.12,PE,1688821884
455,spanish wells,26.323,-81.7957,31.1,60,40,3.09,US,1688821884
456,hithadhoo,-0.6,73.0833,27.97,65,100,0.47,MV,1688821884
457,kristiansund,63.1115,7.732,21.03,67,20,4.63,NO,1688821884
458,yerofey pavlovich,53.9667,121.9667,20.07,70,100,1.93,RU,1688821885
459,mount gambier,-37.8333,140.7667,11.89,76,100,7.49,AU,1688821885
460,panacan,9.2463,118.4082,27.02,83,6,1.93,PH,1688821885
461,khandela,27.6,75.5,30.47,64,100,2.89,IN,1688821886
462,tongliao,43.6125,122.2653,21.36,90,100,0.87,CN,1688821886
463,sinan,34.8262,126.1086,23.35,97,100,4.56,KR,1688821886
464,hammerfest,70.6634,23.6821,14.25,58,19,7.2,NO,1688821886
465,glace bay,46.1969,-59.957,26.59,74,40,4.63,CA,1688821887
466,ust'-uda,54.1742,103.0304,22.41,70,7,0.57,RU,1688821888
467,vernon,50.2581,-119.2691,18.02,61,9,3.6,CA,1688821888
468,kudahuvadhoo,2.6708,72.8944,28.07,69,2,2.32,MV,1688821888
469,houlton,46.1262,-67.8403,23.12,88,100,1.54,US,1688821888
470,gassol,8.5333,10.4667,30.2,59,100,2.41,NG,1688821889
471,ocean city,39.2776,-74.5746,27.23,83,90,1.34,US,1688821889
472,miastko,54.0028,16.9826,25.32,31,94,4.03,PL,1688821889
473,allapalli,19.4167,80.0667,24.38,96,100,1.64,IN,1688821890
474,darlowo,54.421,16.4107,19.89,54,46,3.81,PL,1688821890
475,gadzhiyevo,69.2551,33.3362,8.36,77,100,5.9,RU,1688821890
476,chubek,37.6137,69.7061,36.04,11,0,5.19,TJ,1688821890
477,saint-philippe,-21.3585,55.7679,24.77,78,98,5.88,RE,1688821891
478,badger,64.8,-147.5333,9.95,93,100,6.69,US,1688821891
479,sandur,15.1,76.55,25.73,70,100,8.35,IN,1688821891
480,lib,8.3122,167.3766,28.37,80,100,5.87,MH,1688821891
481,weno,7.4515,151.8468,26.97,94,100,3.09,FM,1688821892
482,arica,-18.475,-70.3042,18.13,77,100,2.06,CL,1688821892
483,black river,18.0264,-77.8487,29.68,58,13,3.2,JM,1688821892
484,cururupu,-1.8283,-44.8683,30.06,59,8,3.02,BR,1688821893
485,lewiston orchards,46.3804,-116.9754,21.81,52,0,0.0,US,1688821893
486,pedernales,18.0384,-71.744,28.88,59,90,0.47,DO,1688821893
487,roma,43.2128,-75.4557,23.38,76,20,0.0,US,1688821875
488,colombo,6.9319,79.8478,28.97,85,73,3.18,LK,1688821581
489,myitkyina,25.3833,97.4,23.92,99,100,1.09,MM,1688821894
490,sinop,41.7711,34.8709,22.24,67,27,5.43,TR,1688821894
491,shingu,33.7333,135.9833,26.75,88,100,4.91,JP,1688821817
492,cobh,51.8572,-8.2992,17.58,67,40,6.17,IE,1688821895
493,pierre,44.3683,-100.351,16.82,86,0,1.79,US,1688821850
494,yuanping,38.7153,112.7575,24.53,34,0,2.46,CN,1688821895
495,banda aceh,5.5577,95.3222,25.84,87,100,3.63,ID,1688821838
496,bighapur khurd,26.35,80.6833,34.24,53,85,4.99,IN,1688821895
497,trouville-sur-mer,49.3657,0.0804,26.42,79,75,3.09,FR,1688821896
498,fisterra,42.9049,-9.2629,22.08,81,6,5.44,ES,1688821896
499,tahla,34.0485,-4.428,32.59,26,0,3.96,MA,1688821897
500,al jawf,29.5,38.75,37.11,12,9,0.13,SA,1688821897
501,huetamo de nunez,18.5833,-100.8833,23.09,94,62,0.07,MX,1688821897
502,novofedorivka,46.1713,32.3178,28.69,56,83,8.66,UA,1688821897
503,noumea,-22.2763,166.4572,22.22,99,97,3.18,NC,1688821541
504,sitka,57.0531,-135.33,13.94,88,75,3.09,US,1688821898
505,rawson,-43.3002,-65.1023,6.24,75,100,1.18,AR,1688821899
506,yulinshi,38.2906,109.7494,27.7,28,0,4.98,CN,1688821899
507,rotorua,-38.1387,176.2452,10.29,99,100,1.44,NZ,1688821899
508,tynda,55.1667,124.7167,16.95,69,95,2.13,RU,1688821900
509,changji,44.0167,87.3167,24.44,53,0,2.0,CN,1688821900
510,hailin,44.5833,129.4167,19.11,87,85,1.01,CN,1688821900
511,vryburg,-26.9566,24.7284,22.87,15,4,8.31,ZA,1688821900
512,kapsan-up,41.0903,128.2933,17.86,92,98,1.98,KP,1688821901
513,la foa,-21.7108,165.8276,20.83,81,89,2.98,NC,1688821901
514,gebeit,21.0667,36.3167,40.75,11,37,3.74,SD,1688821901
515,eenhana,-17.4667,16.3333,27.57,14,0,3.16,NA,1688821806
516,hirara,24.8,125.2833,28.59,86,8,7.11,JP,1688821902
517,akureyri,65.6835,-18.0878,19.93,47,37,0.56,IS,1688821617
518,arraial do cabo,-22.9661,-42.0278,23.92,57,0,3.09,BR,1688821902
519,yurgamysh,55.3714,64.4656,25.76,43,89,3.08,RU,1688821903
520,dunkirk,51.05,2.3667,28.41,44,100,0.89,FR,1688821897
521,nkhotakota,-12.9274,34.2961,23.97,51,84,3.13,MW,1688821903
522,helensburgh,56.0061,-4.7265,24.12,87,100,2.43,GB,1688821903
523,manismata,-2.4667,111.0333,23.3,99,65,1.15,ID,1688821903
524,nema,57.5067,50.5011,30.62,43,0,3.64,RU,1688821904
525,nyagan,62.1406,65.3936,20.52,42,51,2.86,RU,1688821904
526,luderitz,-26.6481,15.1594,17.39,49,0,10.61,NA,1688821904
527,recreo,-29.2818,-65.061,14.79,74,21,4.04,AR,1688821904
528,naberezhnyye chelny,55.7561,52.4289,32.49,32,8,2.36,RU,1688821905
529,zyryanovsk,49.7386,84.2719,21.65,70,51,1.0,KZ,1688821905
530,morehead city,34.7229,-76.726,27.78,86,0,1.79,US,1688821905
531,horta,38.5333,-28.6333,21.8,64,20,3.09,PT,1688821905
532,parakou,9.3372,2.6303,28.73,65,100,3.04,BJ,1688821906
533,yuzhno-kurilsk,44.0306,145.8556,14.55,96,37,1.97,RU,1688821906
534,orito,0.6766,-76.8771,21.98,99,100,0.61,CO,1688821906
535,walvis bay,-22.9575,14.5053,18.38,54,0,11.94,NA,1688821906
536,numan,9.4667,12.0333,31.14,49,84,1.57,NG,1688821907
537,solnechnogorsk,56.1833,36.9833,21.91,40,100,2.75,RU,1688821907
538,chakulia,22.4833,86.7167,30.77,68,78,2.81,IN,1688821907
539,nadym,65.5333,72.5167,20.35,61,99,3.22,RU,1688821907
540,melfort,52.8667,-104.6177,14.07,62,100,4.63,CA,1688821908
541,lokossa,6.6387,1.7167,24.65,94,100,1.87,BJ,1688821908
542,talcahuano,-36.7167,-73.1167,10.82,76,40,3.09,CL,1688821908
543,trincomalee,8.5711,81.2335,30.72,62,18,6.63,LK,1688821908
544,tucuma,-0.1833,-50.05,28.63,70,32,2.7,BR,1688821909
545,lompoc,34.6391,-120.4579,14.32,95,100,4.63,US,1688821909
546,naracoorte,-36.9579,140.7383,10.91,78,72,6.79,AU,1688821909
547,oranjemund,-28.55,16.4333,15.31,65,10,5.6,NA,1688821909
548,salalah,17.0151,54.0924,26.21,91,100,3.92,OM,1688821910
549,assab,13.0092,42.7394,34.86,63,3,9.33,ER,1688821910
550,carolina beach,34.0352,-77.8936,28.03,85,38,1.79,US,1688821910
551,lundazi,-12.2929,33.1782,22.04,38,91,4.14,ZM,1688821911
552,ternate,0.8,127.4,26.94,83,100,3.04,ID,1688821911
553,abbeville,50.1,1.8333,29.72,50,27,1.81,FR,1688821911
554,papao,-17.75,-149.55,26.82,77,100,8.42,PF,1688821911
555,taro,-8.3862,115.28,22.0,98,100,0.98,ID,1688821912
556,baoqing,46.3317,132.2111,21.06,84,71,3.17,CN,1688821912
557,guajara mirim,-10.7828,-65.3394,27.26,59,6,1.36,BR,1688821912
558,axim,4.8699,-2.2405,27.06,75,100,5.23,GH,1688821913
559,aver-o-mar,41.4078,-8.7812,23.51,78,40,3.09,PT,1688821913
560,hanzhong,33.0728,107.0303,27.11,72,13,0.48,CN,1688821913
561,klyuchi,52.2667,79.1667,25.15,48,31,5.33,RU,1688821913
562,aur,8.1499,171.1687,28.29,81,36,8.59,MH,1688821913
563,benguela,-12.5763,13.4055,23.42,71,20,4.0,AO,1688821914
564,tadine,-21.55,167.8833,21.55,78,75,6.06,NC,1688821914
565,acambaro,20.0333,-100.7333,14.92,77,45,0.36,MX,1688821914
566,marshall,34.3834,-86.3333,24.1,92,40,0.45,US,1688821915
567,oppdal,62.5943,9.6912,17.64,56,98,2.19,NO,1688821915
568,kone,-21.0595,164.8658,20.22,90,74,1.84,NC,1688821915
569,north bend,43.4065,-124.2243,13.98,77,100,0.0,US,1688821916
570,egilsstadir,65.2653,-14.3948,14.95,67,20,3.09,IS,1688821916
571,cova figueira,14.8905,-24.2934,24.21,76,74,2.95,CV,1688821916
572,golden grove,-34.7833,138.7333,11.86,85,97,4.02,AU,1688821916
573,adrar,20.5022,-10.0711,41.36,10,70,7.83,MR,1688821917
574,fresno,36.6666,-119.8343,17.37,59,0,3.09,US,1688821917
575,louisville,38.2542,-85.7594,26.01,76,40,3.09,US,1688821917
576,aldama,22.9167,-98.0667,25.28,85,100,0.75,MX,1688821917
577,el matama,16.7095,33.3565,39.21,24,58,6.05,SD,1688821918
578,dryden,49.7833,-92.7503,14.16,72,0,1.54,CA,1688821918
579,boyolangu,-8.1181,111.8935,23.74,95,95,1.72,ID,1688821919
580,belmonte,-15.8631,-38.8828,25.57,64,2,1.18,BR,1688821919
